"SUID","__Annotations","Dataset Name","Dataset URL","name","publication","selected","shared name"
"80893","","Ideker's Yeast Perturbation Network","https://www.ncbi.nlm.nih.gov/pubmed/?term=11340206","galFiltered.sif","Integrated Genomic and Proteomic Analyses of a Systematically Perturbed Metabolic Network
Trey Ideker, Vesteinn Thorsson, Jeffrey A. Ranish, Rowan Christmas, Jeremy Buhler, Jimmy K. Eng, Roger Bumgarner, David R. Goodlett, Ruedi Aebersold, and Leroy Hood
Science 4 May 2001: 292 (5518), 929-934. [DOI:10.1126/science.292.5518.929]","true","galFiltered.sif"
