"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"81388","8.0","pp","YFL039C (pp) YCL040W","false","pp","YFL039C (pp) YCL040W"
"81389","12.0","pp","YDR382W (pp) YFL039C","false","pp","YDR382W (pp) YFL039C"
"81390","8.0","pp","YDR382W (pp) YDL130W","false","pp","YDR382W (pp) YDL130W"
"81391","496.0","pp","YJR066W (pp) YLR116W","false","pp","YJR066W (pp) YLR116W"
"81392","8.0","pp","YNL154C (pp) YKL204W","false","pp","YNL154C (pp) YKL204W"
"81393","2031.91544567","pp","YNL047C (pp) YIL105C","false","pp","YNL047C (pp) YIL105C"
"81394","8.0","pp","YHR135C (pp) YNL116W","false","pp","YHR135C (pp) YNL116W"
"81395","3145.71148851","pp","YML064C (pp) YDR174W","false","pp","YML064C (pp) YDR174W"
"81396","496.0","pp","YML064C (pp) YLR284C","false","pp","YML064C (pp) YLR284C"
"81397","496.0","pp","YML064C (pp) YHR198C","false","pp","YML064C (pp) YHR198C"
"81398","2916.0","pp","YKL074C (pp) YGL035C","false","pp","YKL074C (pp) YGL035C"
"81399","2.0","pp","YDL081C (pp) YLR340W","false","pp","YDL081C (pp) YLR340W"
"81400","495.0","pd","YGL166W (pd) YHR055C","false","pd","YGL166W (pd) YHR055C"
"81401","495.0","pd","YGL166W (pd) YHR053C","false","pd","YGL166W (pd) YHR053C"
"81402","496.0","pp","YLL028W (pp) YGL166W","false","pp","YLL028W (pp) YGL166W"
"81403","3733.28291708","pp","YDR335W (pp) YDR174W","false","pp","YDR335W (pp) YDR174W"
"81404","4.0","pd","YMR021C (pd) YLR214W","false","pd","YMR021C (pd) YLR214W"
"81405","1271.90164835","pd","YJL089W (pd) YLR377C","false","pd","YJL089W (pd) YLR377C"
"81406","2924.57527473","pd","YJL089W (pd) YKR097W","false","pd","YJL089W (pd) YKR097W"
"81407","2882.71025641","pd","YJL089W (pd) YER065C","false","pd","YJL089W (pd) YER065C"
"81408","2101.73260073","pp","YHR030C (pp) YER111C","false","pp","YHR030C (pp) YER111C"
"81409","1104.11355311","pp","YHR030C (pp) YLL021W","false","pp","YHR030C (pp) YLL021W"
"81410","988.0","pp","YPL089C (pp) YHR030C","false","pp","YPL089C (pp) YHR030C"
"81411","4.0","pp","YGL115W (pp) YGL208W","false","pp","YGL115W (pp) YGL208W"
"81412","988.0","pp","YLR310C (pp) YER103W","false","pp","YLR310C (pp) YER103W"
"81413","496.0","pp","YNL098C (pp) YLR310C","false","pp","YNL098C (pp) YLR310C"
"81414","496.0","pd","YER040W (pd) YGR019W","false","pd","YER040W (pd) YGR019W"
"81415","496.0","pd","YER040W (pd) YPR035W","false","pd","YER040W (pd) YPR035W"
"81416","988.0","pd","YGL008C (pd) YMR043W","false","pd","YGL008C (pd) YMR043W"
"81417","494.0","pp","YOR036W (pp) YGL161C","false","pp","YOR036W (pp) YGL161C"
"81418","494.0","pp","YOR036W (pp) YDR100W","false","pp","YOR036W (pp) YDR100W"
"81419","988.0","pp","YDR323C (pp) YOR036W","false","pp","YDR323C (pp) YOR036W"
"81420","249.0","pd","YBL005W (pd) YJL219W","false","pd","YBL005W (pd) YJL219W"
"81421","48.0","pp","YBR160W (pp) YGR108W","false","pp","YBR160W (pp) YGR108W"
"81422","940.0","pd","YBR160W (pd) YMR043W","false","pd","YBR160W (pd) YMR043W"
"81423","496.0","pp","YKL101W (pp) YBR160W","false","pp","YKL101W (pp) YBR160W"
"81424","249.0","pd","YOL156W (pd) YBL005W","false","pd","YOL156W (pd) YBL005W"
"81425","1026.26739927","pp","YLL021W (pp) YLR362W","false","pp","YLL021W (pp) YLR362W"
"81426","496.0","pp","YJL203W (pp) YOL136C","false","pp","YJL203W (pp) YOL136C"
"81427","8680.0041292","pp","YJL157C (pp) YOR212W","false","pp","YJL157C (pp) YOR212W"
"81428","115.0","pp","YJL157C (pp) YAL040C","false","pp","YJL157C (pp) YAL040C"
"81429","4.83333333","pd","YNL145W (pd) YHR084W","false","pd","YNL145W (pd) YHR084W"
"81430","9.83333333","pd","YNL145W (pd) YCL067C","false","pd","YNL145W (pd) YCL067C"
"81431","3656.08455433","pp","YGR108W (pp) YBR135W","false","pp","YGR108W (pp) YBR135W"
"81432","484.33333333","pd","YMR043W (pd) YFL026W","false","pd","YMR043W (pd) YFL026W"
"81433","9243.86127206","pd","YMR043W (pd) YJL157C","false","pd","YMR043W (pd) YJL157C"
"81434","484.33333333","pd","YMR043W (pd) YNL145W","false","pd","YMR043W (pd) YNL145W"
"81435","484.33333333","pd","YMR043W (pd) YDR461W","false","pd","YMR043W (pd) YDR461W"
"81436","4058.08455433","pd","YMR043W (pd) YGR108W","false","pd","YMR043W (pd) YGR108W"
"81437","3136.17527473","pd","YMR043W (pd) YKR097W","false","pd","YMR043W (pd) YKR097W"
"81438","988.0","pd","YMR043W (pd) YJL159W","false","pd","YMR043W (pd) YJL159W"
"81439","487.0","pd","YMR043W (pd) YIL015W","false","pd","YMR043W (pd) YIL015W"
"81440","2540.66666667","pd","YKL109W (pd) YGL035C","false","pd","YKL109W (pd) YGL035C"
"81441","1185.8","pd","YKL109W (pd) YJR048W","false","pd","YKL109W (pd) YJR048W"
"81442","451.43333333","pp","YKL109W (pp) YBL021C","false","pp","YKL109W (pp) YBL021C"
"81443","451.43333333","pp","YKL109W (pp) YGL237C","false","pp","YKL109W (pp) YGL237C"
"81444","249.0","pp","YBR217W (pp) YNR007C","false","pp","YBR217W (pp) YNR007C"
"81445","739.0","pp","YHR171W (pp) YNR007C","false","pp","YHR171W (pp) YNR007C"
"81446","1960.0","pp","YHR171W (pp) YDR412W","false","pp","YHR171W (pp) YDR412W"
"81447","249.0","pp","YPL149W (pp) YBR217W","false","pp","YPL149W (pp) YBR217W"
"81448","739.0","pp","YPL149W (pp) YHR171W","false","pp","YPL149W (pp) YHR171W"
"81449","496.0","pp","YDR311W (pp) YKL028W","false","pp","YDR311W (pp) YKL028W"
"81450","44.56666667","pd","YBL021C (pd) YJR048W","false","pd","YBL021C (pd) YJR048W"
"81451","44.56666667","pd","YGL237C (pd) YJR048W","false","pd","YGL237C (pd) YJR048W"
"81452","496.0","pd","YLR256W (pd) YEL039C","false","pd","YLR256W (pd) YEL039C"
"81453","2440.0","pd","YLR256W (pd) YJR048W","false","pd","YLR256W (pd) YJR048W"
"81454","988.0","pd","YLR256W (pd) YML054C","false","pd","YLR256W (pd) YML054C"
"81455","4.0","pp","YJR109C (pp) YOR303W","false","pp","YJR109C (pp) YOR303W"
"81456","988.0","pp","YGR058W (pp) YOR264W","false","pp","YGR058W (pp) YOR264W"
"81457","988.0","pp","YLR229C (pp) YJL157C","false","pp","YLR229C (pp) YJL157C"
"81458","496.0","pp","YDR309C (pp) YLR229C","false","pp","YDR309C (pp) YLR229C"
"81459","988.0","pp","YLR116W (pp) YKL012W","false","pp","YLR116W (pp) YKL012W"
"81460","739.0","pd","YNL312W (pd) YPL111W","false","pd","YNL312W (pd) YPL111W"
"81461","249.0","pp","YML032C (pp) YNL312W","false","pp","YML032C (pp) YNL312W"
"81462","2440.0","pp","YKL012W (pp) YKL074C","false","pp","YKL012W (pp) YKL074C"
"81463","988.0","pp","YNL236W (pp) YKL012W","false","pp","YNL236W (pp) YKL012W"
